"outcome","outcome_var","group","co2_scale","strategy","co2_value","p","p_LCL","p_UCL","m_used","n_standardized","standardization_sample_cap","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.8994974874372,0.214446791662257,0.211136714967683,0.219218374480902,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.2211055276382,0.212306985088971,0.209004001028481,0.217052034410788,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.5427135678392,0.210141154337427,0.206846393007403,0.214859935135605,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.8643216080402,0.207963416572725,0.204677891608533,0.21265619431274,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.1859296482412,0.205787576694566,0.202512180275588,0.21045462466429,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.5075376884422,0.203627045203356,0.200362544057415,0.208268651929583,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.8291457286432,0.201494834171977,0.198241866022189,0.206111310799906,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.1507537688442,0.199403559572909,0.196162630060912,0.203995247037797,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.4723618090452,0.197365449958768,0.194136930068931,0.201932725792548,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.7939698492462,0.195392361467296,0.192176485467326,0.199935646096503,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
