"group","outcome","co2_scale","co2_value","vbg_co2","probability_method","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","co2_ref","run_id","run_ts"
"VBG","death_60d","vbg_co2",42.5077395031799,42.5077395031799,"common_source_marginal_standardized",-2.10960427646878,0.0171644811515288,0.0022363227617037,0.108246450620074,20,20,5175,1000,1000,0.0195126200513177,0.139687580161293,0.108166835014421,0.0844479434165901,0.137546805264543,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",42.8162018282329,42.8162018282329,"common_source_marginal_standardized",-2.12719936400887,0.0181164937183298,0.00227312292014855,0.106561308385313,20,20,5175,1000,1000,0.0205032727844858,0.143189639235825,0.106481158848251,0.0825759700299164,0.136278749749148,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",43.1246641532859,43.1246641532859,"common_source_marginal_standardized",-2.14385851426487,0.0191385378578704,0.00231971799431812,0.104987566854166,20,20,5175,1000,1000,0.0215742417519044,0.146881727086471,0.104906517894701,0.080783666385858,0.135173434666421,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",43.4331264783389,43.4331264783389,"common_source_marginal_standardized",-2.15937743838792,0.0201845711132394,0.00237298743885156,0.103540390611897,20,20,5175,1000,1000,0.0226762079240335,0.150586214256264,0.103458182649455,0.0791081704504678,0.134210951554248,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",43.7415888033919,43.7415888033919,"common_source_marginal_standardized",-2.17355127196108,0.0212045157231114,0.00242949428979064,0.102234379175431,20,20,5175,1000,1000,0.0237554847273915,0.154128143852418,0.102150864261382,0.0775834747583106,0.133372866020972,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",44.0500511284449,44.0500511284449,"common_source_marginal_standardized",-2.18617495624104,0.0221458469484708,0.0024856032531594,0.10108372699879,20,20,5175,1000,1000,0.0247557303642882,0.157339538464711,0.100998870592194,0.0762403934556258,0.132642987015774,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",44.3585134534979,44.3585134534979,"common_source_marginal_standardized",-2.19711578277069,0.0229635252787728,0.00253804966156383,0.100095924352036,20,20,5175,1000,1000,0.0256284774234148,0.160088967213281,0.100009791937012,0.0750982570091417,0.132005543863205,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",44.6669757785509,44.6669757785509,"common_source_marginal_standardized",-2.20642143586512,0.0236362398973827,0.00258490828844926,0.0992626042308912,20,20,5175,1000,1000,0.0263503936002544,0.162328043172627,0.0991753223227176,0.0741525927046615,0.131443164981823,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",44.9754381036039,44.9754381036039,"common_source_marginal_standardized",-2.21416782327356,0.0241525965230628,0.00262494120675138,0.0985736748858735,20,20,5175,1000,1000,0.0269087847901518,0.164038973387887,0.0984854089342913,0.0733941393283323,0.130942449941741,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",45,45,"common_source_marginal_standardized",-2.21471989947719,0.024186800849878,0.00262781004111635,0.0985247395513437,20,20,5175,1000,1000,0.0269460013930502,0.164152372486815,0.0984364031423628,0.0733414959464845,0.130904922826327,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
