"variable","level","type","smd_pre","smd_post","group","imp","abs_post","run_id","run_ts"
"curr_bmi",NA,"numeric",-0.230943129488633,-0.0539445834636061,"ABG",5,0.0539445834636061,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.22636009278946,-0.0512644709014715,"ABG",6,0.0512644709014715,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.221381628402624,-0.0509351107082705,"ABG",11,0.0509351107082705,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.23244746178484,-0.0503436039065565,"ABG",16,0.0503436039065565,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.156993797493655,-0.0424962287943806,"ABG",7,0.0424962287943806,"20260421_094018","2026-04-21 09:40:18.841212"
"serum_cr",NA,"numeric",0.0572979803593801,0.0413915417399042,"ABG",1,0.0413915417399042,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.162208533993938,-0.0406678898435159,"ABG",20,0.0406678898435159,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.165895589753786,-0.0399624491978248,"ABG",10,0.0399624491978248,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.163036764061949,-0.039763243458329,"ABG",14,0.039763243458329,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.163519746115257,-0.0397412650553834,"ABG",2,0.0397412650553834,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.155401808165019,-0.0395256212240394,"ABG",8,0.0395256212240394,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.164128398811241,-0.0392984805271715,"ABG",9,0.0392984805271715,"20260421_094018","2026-04-21 09:40:18.841212"
"chf","0","factor",-0.0675093229382729,-0.0389978684620837,"ABG",18,0.0389978684620837,"20260421_094018","2026-04-21 09:40:18.841212"
"chf","1","factor",0.0675093229382731,0.0389978684620824,"ABG",18,0.0389978684620824,"20260421_094018","2026-04-21 09:40:18.841212"
"ckd","1","factor",0.0503715262217991,0.0389346415992737,"ABG",8,0.0389346415992737,"20260421_094018","2026-04-21 09:40:18.841212"
"ckd","0","factor",-0.050371526221799,-0.0389346415992662,"ABG",8,0.0389346415992662,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.165282282753404,-0.0388183093839257,"ABG",15,0.0388183093839257,"20260421_094018","2026-04-21 09:40:18.841212"
"serum_cr",NA,"numeric",0.0553043837622381,0.03874138877606,"ABG",6,0.03874138877606,"20260421_094018","2026-04-21 09:40:18.841212"
"serum_cr",NA,"numeric",0.0578277613267445,0.0382941426231372,"ABG",5,0.0382941426231372,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.168778050197568,-0.0381016777149725,"ABG",19,0.0381016777149725,"20260421_094018","2026-04-21 09:40:18.841212"
"dbp",NA,"numeric",-0.162698066585914,-0.0380336246784174,"ABG",6,0.0380336246784174,"20260421_094018","2026-04-21 09:40:18.841212"
"serum_cr",NA,"numeric",0.058499668331544,0.0380012383444493,"ABG",14,0.0380012383444493,"20260421_094018","2026-04-21 09:40:18.841212"
"serum_cr",NA,"numeric",0.0579871616587906,0.0379936052005414,"ABG",12,0.0379936052005414,"20260421_094018","2026-04-21 09:40:18.841212"
"chf","1","factor",0.0675093229382731,0.0379122970782897,"ABG",14,0.0379122970782897,"20260421_094018","2026-04-21 09:40:18.841212"
"chf","0","factor",-0.0675093229382729,-0.0379122970782867,"ABG",14,0.0379122970782867,"20260421_094018","2026-04-21 09:40:18.841212"
"serum_cr",NA,"numeric",0.0560427344482019,0.0378448318969836,"ABG",18,0.0378448318969836,"20260421_094018","2026-04-21 09:40:18.841212"
